trp_multiplayer_profile_troop_male|multiplayer profile troop male{***}
trp_multiplayer_profile_troop_male_pl|multiplayer profile troop male{***}
trp_multiplayer_profile_troop_female|multiplayer profile troop female{***}
trp_multiplayer_profile_troop_female_pl|multiplayer profile troop female{***}
trp_temp_troop|Temp Troop{***}
trp_temp_troop_pl|Temp Troop{***}
trp_find_item_cheat|find item cheat{***}
trp_find_item_cheat_pl|find item cheat{***}
trp_random_town_sequence|Random Town Sequence{***}
trp_random_town_sequence_pl|Random Town Sequence{***}
trp_tournament_participants|Participant du Tournoi
trp_tournament_participants_pl|Participants du Tournoi
trp_tutorial_maceman|Maceman{***}
trp_tutorial_maceman_pl|Maceman{***}
trp_tutorial_archer|Archer
trp_tutorial_archer_pl|Archers
trp_tutorial_swordsman|Swordsman{***}
trp_tutorial_swordsman_pl|Swordsman{***}
trp_novice_fighter|Novice Combattant{***}
trp_novice_fighter_pl|Novice Combattants{***}
trp_regular_fighter|Ordinaire Combattant{***}
trp_regular_fighter_pl|Ordinaire Combattants{***}
trp_veteran_fighter|Vétéran Combattant{***}
trp_veteran_fighter_pl|Vétéran Combattants{***}
trp_champion_fighter|Combattant Champion
trp_champion_fighter_pl|Combattants Champions
trp_arena_training_fighter_1|Combattant Novice
trp_arena_training_fighter_1_pl|Combattants Novice
trp_arena_training_fighter_2|Combattant Novice
trp_arena_training_fighter_2_pl|Combattants Novice
trp_arena_training_fighter_3|Combattant Ordinaire
trp_arena_training_fighter_3_pl|Combattants Ordinaire
trp_arena_training_fighter_4|Combattant Ordinaire
trp_arena_training_fighter_4_pl|Combattants Ordinaire
trp_arena_training_fighter_5|Combattant Ordinaire{***}
trp_arena_training_fighter_5_pl|Combattants Ordinaire
trp_arena_training_fighter_6|Combattant Vétéran
trp_arena_training_fighter_6_pl|Combattants Vétéran
trp_arena_training_fighter_7|Combattant Vétéran
trp_arena_training_fighter_7_pl|Combattants Vétéran
trp_arena_training_fighter_8|Combattant Vétéran
trp_arena_training_fighter_8_pl|Combattants Vétéran
trp_arena_training_fighter_9|Combattant Champion
trp_arena_training_fighter_9_pl|Combattants Champions
trp_arena_training_fighter_10|Combattant Champion
trp_arena_training_fighter_10_pl|Combattants Champions
trp_cattle|Cattle{***}
trp_cattle_pl|Cattle{***}
trp_farmer|Farmer{***}
trp_farmer_pl|Farmers{***}
trp_unsullied|Unsullied{***}
trp_unsullied_pl|Unsullied{***}
trp_veteran_unsullied|Vétéran Unsullied{***}
trp_veteran_unsullied_pl|Vétéran Unsullied{***}
trp_goldcloaks|Gold Cloak{***}
trp_goldcloaks_pl|Gold Cloaks{***}
trp_veteran_goldcloaks|Vétéran Gold Cloak{***}
trp_veteran_goldcloaks_pl|Vétéran Gold Cloaks{***}
trp_townsman|Townsman{***}
trp_townsman_pl|Townsmen{***}
trp_watchman|Guard{***}
trp_watchman_pl|Guards{***}
trp_shepherd|Shepherd{***}
trp_shepherd_pl|Shepherds{***}
trp_caravan_guard|Squire{***}
trp_caravan_guard_pl|Squires{***}
trp_hired_blade|Hedge Chevalier{***}
trp_hired_blade_pl|Hedge Chevaliers{***}
trp_mercenary_swordsman|Sworn Sword{***}
trp_mercenary_swordsman_pl|Sworn Swords{***}
trp_frisian_warrior|Sellsword{***}
trp_frisian_warrior_pl|Sellswords{***}
trp_regular_sailors|Sailor{***}
trp_regular_sailors_pl|Sailors{***}
trp_sellsail|Sellsail{***}
trp_sellsail_pl|Sellsails{***}
trp_sellsail2|Vétéran Sellsail{***}
trp_sellsail2_pl|Vétéran Sellsails{***}
trp_mercenary_crossbowman|Archer{***}
trp_mercenary_crossbowman_pl|Archers{***}
trp_slingers|Essosi Slinger{***}
trp_slingers_pl|Essosi Slingers{***}
trp_mercenary_horseman|Freerider{***}
trp_mercenary_horseman_pl|Freeriders{***}
trp_mercenary_leader|Sellsword Capitaine
trp_mercenary_leader_pl|Sellsword Capitaines
trp_mercenary_skirmisher|Espion
trp_mercenary_skirmisher_pl|Espions
trp_mercenary_cavalry|Vétéran Freerider{***}
trp_mercenary_cavalry_pl|Vétéran Freeriders{***}
trp_mercenaries_end|mercenaries end{***}
